date,price,return
2018-10-15,100.0,0.0
2018-10-16,100.24374347588345,0.002434469032930707
2018-10-17,98.76580474379745,-0.014853216007656581
2018-10-18,98.78219635646961,0.00016595068154059907
2018-10-19,98.8377712198448,0.0005624417969683959
2018-10-22,99.15263692409808,0.0031806184213214158
2018-10-23,99.0577755411794,-0.0009571786767549968
2018-10-24,98.84064423935591,-0.002194372134886856
2018-10-25,99.04896701212304,0.002105445034793064
2018-10-26,98.7409945473208,-0.0031141389710941797
2018-10-29,98.69573019361603,-0.00045852011126294544
2018-10-30,99.01734538324301,0.003253355625183785
2018-10-31,99.09723523464152,0.0008065015253261635
2018-11-01,99.42724095847991,0.003324587820364268
2018-11-02,98.72750427107559,-0.007062557044966573
2018-11-05,98.67371137496082,-0.0005450108021904348
2018-11-06,97.83912759016752,-0.008493987537568035
2018-11-07,98.14057053566118,0.003076269492198877
2018-11-08,98.6130013712826,0.004802268532835525
2018-11-09,98.26451860708548,-0.0035401007507266896
2018-11-12,98.10058559362591,-0.0016696760069612065
2018-11-13,98.40250425231167,0.003072917545498003
2018-11-14,97.96151327217027,-0.004491573630327658
2018-11-15,98.18343190593994,0.0022628034411859414
2018-11-16,98.01541822191558,-0.0017126881730900483
2018-11-19,97.18342863487108,-0.008524585454534458
2018-11-20,97.08975191815783,-0.0009643814314130028
2018-11-21,96.65237619930508,-0.0045150372416658075
2018-11-22,97.5093559795569,0.00882754120160129
2018-11-23,97.00156753451783,-0.005221193642262611
2018-11-26,97.14621981293423,0.001490125714633261
2018-11-27,96.7067774815073,-0.004533776524404611
2018-11-28,97.09681986764802,0.004025135942662402
2018-11-29,96.68849762527849,-0.004214177337527615
2018-11-30,97.04619380204336,0.003692643589851147
2018-12-03,97.1898113242559,0.0014787942976014858
2018-12-04,97.50000559989564,0.0031865512333335293
2018-12-05,97.09862031708724,-0.004125269129141009
2018-12-06,97.59086084272597,0.005056683818668599
2018-12-07,96.70355256334689,-0.009133710356687873
2018-12-10,97.5776408469352,0.00899823771948938
2018-12-11,96.70497618724058,-0.008983516301536413
2018-12-12,96.38569880461006,-0.0033070232275356753
2018-12-13,96.63352005969969,0.002567841614131793
2018-12-14,96.93849353042627,0.0031510104937901647
2018-12-17,97.02373317286123,0.0008789303914600313
2018-12-18,97.1497314517106,0.001297791093932305
2018-12-19,97.64846744490231,0.005120551275691928
2018-12-20,96.63911146309592,-0.01039042298408774
2018-12-21,96.5587102272069,-0.0008323203629018992
2018-12-24,97.61077284690168,0.010836645373725333
2018-12-25,97.63701092128967,0.00026876693849783493
2018-12-26,97.70650197254356,0.0007114754225086971
2018-12-27,97.01679496214557,-0.007083999763286495
2018-12-28,97.88822212799799,0.008942129716174644
2018-12-31,98.24473425109484,0.0036354167328608903
2019-01-01,98.47370733377406,0.0023279280197591045
2019-01-02,98.39248149168421,-0.0008251883899778746
2019-01-03,98.46564689265772,0.0007433313010024491
2019-01-04,98.01964143063454,-0.004539843484974815
2019-01-07,98.15931864989284,0.001423977808864763
2019-01-08,97.08471921531829,-0.01100786786989964
2019-01-09,98.5686648953768,0.015169419560505295
2019-01-10,98.46987928002574,-0.0010027035475845322
2019-01-11,97.29553550834555,-0.011997602941375274
2019-01-14,96.45943046492397,-0.008630594102597604
2019-01-15,95.7870976722549,-0.006994514181755845
2019-01-16,95.56115936177912,-0.002361541400798993
2019-01-17,95.43596693889106,-0.001310935334389381
2019-01-18,96.04460354105007,0.006357184443395797
2019-01-21,96.07348740506274,0.0003006886450729145
2019-01-22,97.01640493881266,0.009766694854601903
2019-01-23,96.33394111665974,-0.007059378690331682
2019-01-24,96.98151646085877,0.006699699802245792
2019-01-25,96.21788001583539,-0.007905205044389383
2019-01-28,96.06250286385625,-0.0016161522405134586
2019-01-29,99.33663477328052,0.03351538214637383
2019-01-30,99.70004974082329,0.0036517426150011233
2019-01-31,102.88594498051427,0.031454868527597435
2019-02-01,102.80510004125745,-0.0007860813134696971
2019-02-04,103.24601338089326,0.004279656685894444
2019-02-05,104.96900208205942,0.016550468533293863
2019-02-06,105.09969879220007,0.0012443236565970954
2019-02-07,106.05450265667007,0.00904372601267144
2019-02-08,107.66369651666862,0.015059309666341414
2019-02-11,106.13032654496845,-0.014344613033116675
2019-02-12,105.01683051008757,-0.010547206723800554
2019-02-13,104.39187221546247,-0.005968807809050859
2019-02-14,102.2827245699058,-0.020411031662585753
2019-02-15,103.79742345787062,0.014700359832214483
2019-02-18,104.14740129751738,0.0033660676144047583
2019-02-19,105.25126331559606,0.010543259629385526
2019-02-20,104.31325785750667,-0.00895200883263175
2019-02-21,105.92566670932213,0.015339124000457673
2019-02-22,104.87020714739872,-0.010014127534504941
2019-02-25,104.90977572931408,0.0003772388751491323
2019-02-26,105.23675164972038,0.00311188758005814
2019-02-27,107.10970510530935,0.017641001000468053
2019-02-28,104.42937934960949,-0.025342543323483336
2019-03-01,104.89363245628812,0.004435765221357524
2019-03-04,102.41849232975247,-0.023879527016976078
2019-03-05,103.25658753711838,0.008149746159290355
2019-03-06,104.09517675656063,0.008088610139345151
2019-03-07,105.20866595998393,0.010640031198841198
2019-03-08,105.13767386574982,-0.000675001970449461
